1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	5	0
7	6	0
8	0	0
9	8	0
10	0	0
11	10	0
12	0	0
13	12	0
14	0	0
15	14	0
16	0	0
17	16	0
18	0	0
19	18	0
20	19	0
21	0	0
22	21	0
23	22	0
24	0	0
25	24	0
26	0	0
27	25	26
28	27	0
29	0	0
30	29	0
31	30	0
32	31	0
33	0	0
34	5	0
35	34	0
36	0	0
37	36	0
38	18	0
39	38	0
40	39	0
41	0	0
42	40	41
43	0	0
44	43	0
45	44	0
46	0	0
47	0	0
48	0	0
49	48	0
50	49	0
51	18	0
52	51	0
53	0	0
54	0	0
55	54	0
56	55	0
57	56	0
58	0	0
59	58	0
60	59	0
61	60	0
62	0	0
63	62	0
64	63	0
65	64	0
66	0	0
67	66	0
68	67	0
69	0	0
70	0	0
71	0	0
72	71	0
73	21	0
74	0	0
75	74	0
76	0	0
77	0	0
78	77	0
79	0	0
80	0	0
81	38	0
82	81	0
83	29	0
84	83	0
85	21	0
86	85	0
87	0	0
88	87	0
89	10	0
90	89	0
91	8	0
92	21	0
93	92	0
94	93	0
95	0	0
96	95	0
97	96	0
98	0	0
99	98	0
100	67	0
101	0	0
102	0	0
103	102	0
104	12	0
105	104	0
106	85	0
107	62	0
108	107	0
109	62	0
110	109	0
111	18	0
112	111	0
113	0	0
114	113	0
115	114	0
116	2	0
117	0	0
118	0	0
119	92	0
120	119	0
121	89	0
122	0	0
123	122	0
124	123	0
125	29	0
126	63	0
127	0	0
128	127	0
129	0	0
130	0	0
131	130	0
132	21	0
133	0	0
134	133	0
135	0	0
136	33	0
137	5	0
138	137	0
139	0	0
140	12	0
141	140	0
142	0	0
143	142	0
144	143	0
145	24	0
146	145	0
147	29	0
148	147	0
149	0	0
150	0	0
151	0	0
152	0	0
153	0	0
154	153	0
155	154	0
156	0	0
157	0	0
158	107	0
159	38	0
160	93	0
161	0	0
162	0	0
163	0	0
164	163	0
165	0	0
166	164	165
167	166	0
168	8	0
169	89	0
170	169	0
171	0	0
172	171	0
173	0	0
174	173	0
175	0	0
176	169	0
177	157	0
178	0	0
179	178	0
180	30	0
181	180	0
182	6	0
183	0	0
184	92	0
185	184	0
186	0	0
187	186	0
188	187	0
189	92	0
190	189	0
191	0	0
192	191	0
193	114	0
194	10	0
195	106	0
196	0	0
197	196	0
198	66	0
199	198	0
200	0	0
201	0	0
202	0	0
203	202	0
204	29	0
205	204	0
206	204	0
207	113	0
208	207	0
209	0	0
210	209	0
211	0	0
212	29	0
213	0	0
214	213	0
215	214	0
216	0	0
217	216	0
218	21	0
219	0	0
220	198	0
221	220	0
222	0	0
223	0	0
224	223	0
225	224	0
226	225	0
227	0	0
228	147	0
229	38	0
230	0	0
231	0	0
232	56	0
233	0	0
234	0	0
235	234	0
236	58	0
237	236	0
238	0	0
239	0	0
240	0	0
241	240	0
242	18	0
243	242	0
244	0	0
245	19	0
246	38	0
247	246	0
248	153	0
